Running time 1: 0.835254 s
Running time 2: 0.836230 s
Running time 3: 0.836239 s
Running time 4: 0.836341 s
Running time 5: 0.836301 s
Running time 6: 0.836326 s
Running time 7: 0.836450 s
Running time 8: 0.836442 s
Running time 9: 0.836442 s
Running time 10: 0.836246 s
Running time average: 0.836227 s
Std. dev: 0.000000 s (0.00%)

-------------------------------------------------

START: ./bfs-pp.out 0 test_graphs/wikipedia-20070206.bin
Executing the user program using Cilk-M runtime.
Parallel reduce is allowed.
BFS algorithm 0, 1 iter on  1 workers, 0 errors.
Running time 1: 2.534901 s
Running time 2: 2.517763 s
Running time 3: 2.518286 s
Running time 4: 2.517581 s
Running time 5: 2.517986 s
Running time 6: 2.517762 s
Running time 7: 2.517763 s
Running time 8: 2.517989 s
Running time 9: 2.517477 s
Running time 10: 2.518044 s
Running time average: 2.519555 s
Std. dev: 0.000029 s (0.00%)

-------------------------------------------------

START: ./bfs-pp.out 0 test_graphs/grid3d-200.bin  
Executing the user program using Cilk-M runtime.
Parallel reduce is allowed.
BFS algorithm 0, 1 iter on  1 workers, 0 errors.
Running time 1: 3.514984 s
Running time 2: 3.486994 s
Running time 3: 3.485977 s
Running time 4: 3.486571 s
Running time 5: 3.487706 s
Running time 6: 3.488286 s
Running time 7: 3.486055 s
Running time 8: 3.486989 s
Running time 9: 3.487618 s
Running time 10: 3.487713 s
Running time average: 3.489889 s
Std. dev: 0.000078 s (0.00%)

-------------------------------------------------

START: ./bfs-pp.out 0 test_graphs/rmat23-denser-unbalanced.bin
Executing the user program using Cilk-M runtime.
Parallel reduce is allowed.
BFS algorithm 0, 1 iter on  1 workers, 0 errors.
Running time 1: 4.357977 s
Running time 2: 4.323059 s
Running time 3: 4.325703 s
Running time 4: 4.325176 s
Running time 5: 4.324863 s
Running time 6: 4.325330 s
Running time 7: 4.325196 s
Running time 8: 4.325346 s
Running time 9: 4.326033 s
Running time 10: 4.325784 s
Running time average: 4.328447 s
Std. dev: 0.000108 s (0.00%)

-------------------------------------------------

START: ./bfs-pp.out 0 test_graphs/vanHeukelum-cage15.bin
Executing the user program using Cilk-M runtime.
Parallel reduce is allowed.
BFS algorithm 0, 1 iter on  1 workers, 0 errors.
Running time 1: 3.311489 s
Running time 2: 3.306946 s
Running time 3: 3.307657 s
Running time 4: 3.307153 s
Running time 5: 3.307558 s
Running time 6: 3.307551 s
Running time 7: 3.306865 s
Running time 8: 3.307416 s
Running time 9: 3.306958 s
Running time 10: 3.307631 s
Running time average: 3.307722 s
Std. dev: 0.000002 s (0.00%)

-------------------------------------------------

START: ./bfs-pp.out 0 test_graphs/nlpkkt160.bin
Executing the user program using Cilk-M runtime.
Parallel reduce is allowed.
BFS algorithm 0, 1 iter on  1 workers, 0 errors.
Running time 1: 4.024911 s
Running time 2: 3.997151 s
Running time 3: 3.996546 s
Running time 4: 3.995097 s
Running time 5: 3.994697 s
Running time 6: 3.995571 s
Running time 7: 3.995278 s
Running time 8: 3.996790 s
Running time 9: 3.996449 s
Running time 10: 3.996560 s
Running time average: 3.998905 s
Std. dev: 0.000084 s (0.00%)

-------------------------------------------------

